12	Codex Language Specification — Version 1.0.0	All normative requirements for Codex 1.0.0 MUST appear exactly once in this document.
3476	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.6 Identity Constraints	The `scope` trait MUST be present. For derived artifact purposes, `IdentityConstraint(type=IdentifierUniqueness, scope=S)` MUST be treated as `UniqueConstraint(trait=id, scope=S)` and MUST follow §9.9.7.
3478	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.6 Identity Constraints	Derived validation artifacts MUST support `IdentityConstraint(type=IdentifierForm, pattern=p, flags=f)`.
3480	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.6 Identity Constraints	This constraint MUST be expressed using SHACL-SPARQL.
3481	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.6 Identity Constraints	It MUST report a violation if the focus node is an Entity and either:
3486	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.6 Identity Constraints	The SHACL-SPARQL constraint MUST use the following boolean condition:
3497	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.6 Identity Constraints	where `p` is the required pattern and `f` is the flags text if present. When `flags` is absent, the generated constraint MUST use the 2-argument `REGEX(text, pattern)` form.
3501	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.7 Uniqueness Constraints	Derived validation artifacts MUST support the `UniqueConstraint` constraint (§11.9.4).
3503	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.7 Uniqueness Constraints	When a uniqueness constraint refers to `t = id`, it MUST refer to the declared identifier as represented by `codex:declaredId`.
3505	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.7 Uniqueness Constraints	For nearest-scope uniqueness, `UniqueConstraint(trait=t, scope=S)` MUST mean:
3519	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.7 Uniqueness Constraints	Derived validation artifact generation MUST fail with a `SchemaError` (§14) if no nearest scope node exists.
3521	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.7 Uniqueness Constraints	Derived validation artifacts MUST also enforce the document-wide uniqueness invariants for `id` (§6.2.2) and `key` (§6.3.2). Within a single document, two nodes MUST NOT share the same value for `codex:declaredId`, and two nodes MUST NOT share the same `key` trait value.
3525	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.8 Context Constraints	Derived validation artifacts MUST express `ContextConstraint(type=OnlyValidUnderParent)`.
3527	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.8 Context Constraints	The `contextSelector` trait MUST NOT be present. The SHACL-SPARQL constraint MUST use the following boolean condition:
3536	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.8 Context Constraints	Derived validation artifacts MUST express `ContextConstraint(type=OnlyValidUnderContext, contextSelector=A)`.
3538	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.8 Context Constraints	The `contextSelector` trait MUST be present. The SHACL-SPARQL constraint MUST use the following boolean condition:
3549	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.9 Reference Constraints (Reference Trait Predicates)	The set of reference-trait predicates MUST be exactly:
3555	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.9 Reference Constraints (Reference Trait Predicates)	Derived validation artifacts MUST support `ReferenceConstraint(type=ReferenceSingleton)`. The constraint MUST report a violation when more than one reference-trait predicate is present on the same focus node.
3557	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.9 Reference Constraints (Reference Trait Predicates)	Derived validation artifacts MUST support `ReferenceConstraint(type=ReferenceTraitAllowed)`. The constraint MUST provide a `traitName` trait whose value is one of `reference`, `target`, or `for`; a missing or invalid `traitName` is a `SchemaError` (§14).
3561	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.10 Reference Constraints (Deterministic Resolution and Targets)	For the purposes of reference constraints, a reference value `v` MUST be one of:
3566	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.10 Reference Constraints (Deterministic Resolution and Targets)	Given a reference value `v`, its resolved IRI `r` MUST be computed as follows:
3571	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.10 Reference Constraints (Deterministic Resolution and Targets)	- Otherwise, `v` MUST be treated as unresolved.
3572	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.10 Reference Constraints (Deterministic Resolution and Targets)	- Otherwise, `v` MUST be treated as unresolved.
3574	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.10 Reference Constraints (Deterministic Resolution and Targets)	Derived validation artifacts MUST support `ReferenceConstraint(type=ReferenceTargetsEntity)`.
3576	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.10 Reference Constraints (Deterministic Resolution and Targets)	`ReferenceTargetsEntity` MUST mean:
3579	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.10 Reference Constraints (Deterministic Resolution and Targets)	- A violation MUST be reported if `v` is treated as unresolved.
3580	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.10 Reference Constraints (Deterministic Resolution and Targets)	- A violation MUST be reported unless there exists a node `n` in the same Document such that:
3586	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.11 Reference Constraints (Targets a Concept)	Derived validation artifacts MUST support `ReferenceConstraint(type=ReferenceTargetsConcept, conceptSelector=X)`.
3588	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.11 Reference Constraints (Targets a Concept)	`ReferenceTargetsConcept` MUST mean:
3591	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.11 Reference Constraints (Targets a Concept)	- A violation MUST be reported if `v` is treated as unresolved.
3592	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.11 Reference Constraints (Targets a Concept)	- A violation MUST be reported unless there exists a node `n` in the same Document such that:
3598	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.12 Reference Constraints (Must Resolve)	Derived validation artifacts MUST support `ReferenceConstraint(type=ReferenceMustResolve)`.
3600	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.12 Reference Constraints (Must Resolve)	`ReferenceMustResolve` MUST mean:
3603	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.12 Reference Constraints (Must Resolve)	- A violation MUST be reported if `v` is treated as unresolved.
3604	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.12 Reference Constraints (Must Resolve)	- A violation MUST be reported unless there exists a node `n` in the same Document such that `(n, codex:declaredId, r)` holds.
3606	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.9 Deterministic Projection to Derived Validation Artifacts > 9.9.12 Reference Constraints (Must Resolve)	The projection of a derived validation artifact to a concrete RDF syntax MUST be exactly:
3613	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.10 Failure Rules (No Guessing)	Schema processing, schema-driven validation, instance-graph mapping, and derived-artifact projection MUST fail with an appropriate error rather than guess when required information is missing or ambiguous.
3615	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.10 Failure Rules (No Guessing)	Processing MUST fail in any of the following cases:
3634	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.11 Simplified Authoring Mode → Canonical Representation Expansion Algorithm (Total) > 9.11.2 Preconditions	The expansion MUST fail with a `SchemaError` (§14) if any precondition defined in §9.9 is violated.
3654	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.11 Simplified Authoring Mode → Canonical Representation Expansion Algorithm (Total) > 9.11.4 TraitRules → SHACL Property Shapes	The expansion MUST emit one SHACL property shape node `PS` with:
3660	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.11 Simplified Authoring Mode → Canonical Representation Expansion Algorithm (Total) > 9.11.4 TraitRules → SHACL Property Shapes	`PS` MUST be `propertyShapeIri(NS, t)`.
3664	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.11 Simplified Authoring Mode → Canonical Representation Expansion Algorithm (Total) > 9.11.4 TraitRules → SHACL Property Shapes	- `RequiresTrait` MUST emit `(PS, sh:minCount, "1"^^xsd:integer)`.
3665	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.11 Simplified Authoring Mode → Canonical Representation Expansion Algorithm (Total) > 9.11.4 TraitRules → SHACL Property Shapes	- `ForbidsTrait` MUST emit `(PS, sh:maxCount, "0"^^xsd:integer)`.
3669	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.11 Simplified Authoring Mode → Canonical Representation Expansion Algorithm (Total) > 9.11.4 TraitRules → SHACL Property Shapes	- When a value type token maps to an RDF datatype IRI, the expansion MUST emit `(PS, sh:datatype, datatypeIri)`.
3670	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.11 Simplified Authoring Mode → Canonical Representation Expansion Algorithm (Total) > 9.11.4 TraitRules → SHACL Property Shapes	- When a value type token constrains by enumerated set, the expansion MUST emit `(PS, sh:in, listNodeIri)` and MUST emit the RDF list structure using deterministic skolem IRIs (see §9.6.3).
3672	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.11 Simplified Authoring Mode → Canonical Representation Expansion Algorithm (Total) > 9.11.4 TraitRules → SHACL Property Shapes	Any value-type token without a defined mapping MUST cause expansion failure with a `SchemaError` (§14).
3678	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.11 Simplified Authoring Mode → Canonical Representation Expansion Algorithm (Total) > 9.11.5 ChildRules → SHACL Property Shapes	The expansion MUST emit one SHACL property shape node `PS` with:
3684	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.11 Simplified Authoring Mode → Canonical Representation Expansion Algorithm (Total) > 9.11.5 ChildRules → SHACL Property Shapes	`PS` MUST be `propertyShapeIri(NS, Q)`.
3688	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.11 Simplified Authoring Mode → Canonical Representation Expansion Algorithm (Total) > 9.11.5 ChildRules → SHACL Property Shapes	- `RequiresChildConcept` MUST emit `(PS, sh:minCount, "1"^^xsd:integer)`.
